,age,job,marital,education,balance,housing,loan,campaign,pdays,deposit
8291,26.0,management,married,tertiary,775,no,no,3,-1.0,no
8292,26.0,blue-collar,single,secondary,2669,yes,no,1,-1.0,no
8293,23.0,management,single,tertiary,2605,yes,no,6,-1.0,no
8294,51.0,management,single,unknown,1277,no,no,5,53.375,no
8295,51.0,blue-collar,married,secondary,568,yes,no,1,-1.0,no
8296,43.0,technician,married,secondary,2344,yes,no,2,-1.0,no
8297,74.5,retired,divorced,primary,4087,no,no,3,-1.0,no
8298,42.0,management,divorced,tertiary,1064,no,no,2,-1.0,no
8299,41.0,services,married,secondary,241,yes,yes,1,-1.0,no
8300,35.0,technician,single,secondary,183,no,no,2,53.375,no
8301,32.0,management,married,tertiary,4087,no,yes,1,-1.0,no
8302,51.0,services,single,secondary,513,yes,no,2,-1.0,no
8303,33.0,technician,married,secondary,4087,yes,no,5,-1.0,no
8304,38.0,self-employed,married,secondary,279,yes,no,5,-1.0,no
8305,48.0,retired,married,tertiary,4,no,yes,5,-1.0,no
8306,50.0,technician,divorced,secondary,-298,yes,no,6,-1.0,no
8307,39.0,blue-collar,single,secondary,522,yes,no,6,53.375,no
8308,30.0,services,single,secondary,0,yes,no,2,-1.0,no
8309,39.0,technician,married,secondary,8,no,yes,2,53.375,no
8310,35.0,technician,married,tertiary,432,no,no,6,-1.0,no
8311,41.0,technician,married,secondary,-378,yes,no,1,53.375,no
8312,41.0,admin.,married,secondary,338,yes,no,1,-1.0,no
8313,35.0,blue-collar,married,primary,2878,yes,no,2,-1.0,no
8314,43.0,management,married,primary,62,yes,no,1,53.375,no
8315,27.0,services,married,secondary,1303,yes,yes,1,-1.0,no
8316,32.0,technician,married,secondary,255,no,yes,5,-1.0,no
8317,39.0,technician,divorced,secondary,0,yes,yes,1,-1.0,no
8318,37.0,management,married,tertiary,1125,yes,no,1,-1.0,no
8319,40.0,entrepreneur,married,secondary,1238,yes,no,2,-1.0,no
8320,33.0,blue-collar,married,secondary,370,yes,no,1,-1.0,no
8321,29.0,management,married,tertiary,2417,yes,no,2,-1.0,no
8322,50.0,housemaid,married,primary,4,no,no,1,-1.0,no
8323,39.0,admin.,married,primary,444,yes,no,2,-1.0,no
8324,32.0,technician,single,secondary,28,yes,no,1,-1.0,no
8325,49.0,management,married,tertiary,2139,no,no,1,-1.0,no
8326,37.0,blue-collar,married,secondary,194,yes,no,6,-1.0,no
8327,57.0,blue-collar,married,primary,195,no,yes,4,-1.0,no
8328,44.0,management,married,secondary,0,no,no,2,-1.0,no
8329,36.0,self-employed,married,secondary,189,yes,no,1,-1.0,no
8330,55.0,management,single,secondary,220,yes,no,2,-1.0,no
8331,40.0,admin.,married,primary,189,yes,no,2,-1.0,no
8332,40.0,blue-collar,married,secondary,746,yes,yes,1,53.375,no
8333,44.0,management,married,secondary,4087,yes,no,2,53.375,no
8334,41.0,services,married,primary,0,yes,no,6,-1.0,no
8335,65.0,retired,married,secondary,4087,no,no,1,-1.0,no
8336,31.0,blue-collar,married,secondary,41,yes,no,1,-1.0,no
8337,48.0,blue-collar,married,secondary,4087,no,yes,2,-1.0,no
8338,55.0,retired,married,tertiary,101,yes,no,1,-1.0,no
8339,34.0,admin.,married,secondary,384,yes,no,2,-1.0,no
8340,36.0,admin.,single,secondary,2556,yes,no,1,-1.0,no
8341,33.0,management,married,tertiary,808,yes,no,6,-1.0,no
8342,46.0,management,married,tertiary,0,no,no,1,-1.0,no
8343,52.0,management,married,tertiary,1158,no,no,4,-1.0,no
8344,33.0,management,married,tertiary,334,no,no,1,-1.0,no
8345,29.0,blue-collar,married,secondary,296,yes,no,1,-1.0,no
8346,36.0,technician,married,primary,1653,yes,yes,6,-1.0,no
8347,37.0,admin.,married,secondary,1283,yes,no,1,-1.0,no
8348,53.0,blue-collar,married,primary,2295,no,no,6,-1.0,no
8349,28.0,unemployed,married,secondary,-42,yes,yes,4,-1.0,no
8350,19.0,student,single,secondary,55,no,no,2,53.375,no
8351,41.0,housemaid,married,primary,365,no,no,5,-1.0,no
8352,33.0,services,single,secondary,772,yes,no,2,53.375,no
8353,28.0,management,single,tertiary,334,yes,no,4,-1.0,no
8354,40.0,admin.,married,secondary,1060,yes,no,3,-1.0,no
8355,74.5,retired,married,unknown,38,no,no,1,1.0,no
8356,29.0,services,single,secondary,146,yes,no,2,-1.0,no
8357,36.0,unemployed,married,secondary,439,yes,no,6,-1.0,no
8358,59.0,entrepreneur,married,primary,124,yes,no,3,53.375,no
8359,34.0,services,married,secondary,190,yes,no,3,-1.0,no
8360,74.5,retired,married,unknown,211,no,no,3,-1.0,no
8361,36.0,management,married,tertiary,871,no,no,1,-1.0,no
8362,48.0,management,married,primary,1513,no,no,2,-1.0,no
8363,36.0,blue-collar,married,primary,871,yes,yes,1,-1.0,no
8364,25.0,technician,single,secondary,1298,no,no,6,53.375,no
8365,40.0,technician,single,secondary,360,yes,no,1,-1.0,no
8366,33.0,services,married,tertiary,597,no,no,1,-1.0,no
8367,30.0,blue-collar,divorced,secondary,457,yes,no,6,-1.0,no
8368,27.0,services,single,secondary,2457,yes,no,4,-1.0,no
8369,34.0,technician,married,tertiary,2069,no,no,2,-1.0,no
8370,28.0,services,single,secondary,47,no,no,2,-1.0,no
8371,40.0,blue-collar,married,primary,13,yes,no,1,-1.0,no
8372,47.0,retired,married,secondary,-71,yes,no,5,-1.0,no
8373,59.0,unknown,divorced,unknown,27,no,no,3,-1.0,no
8374,30.0,services,single,secondary,-114,yes,no,2,-1.0,no
8375,39.0,unemployed,single,secondary,2645,yes,no,3,-1.0,no
8376,44.0,blue-collar,married,secondary,1025,yes,no,1,-1.0,no
8377,46.0,management,single,tertiary,2044,no,no,1,-1.0,no
8378,32.0,housemaid,married,tertiary,10,yes,no,2,-1.0,no
8379,35.0,admin.,divorced,secondary,0,no,yes,2,-1.0,no
8380,35.0,management,single,tertiary,644,yes,no,2,-1.0,no
8381,38.0,management,married,tertiary,4087,yes,no,2,53.375,no
8382,27.0,housemaid,married,primary,-238,no,no,4,-1.0,no
8383,32.0,housemaid,divorced,secondary,-613,yes,no,2,-1.0,no
8384,37.0,admin.,divorced,secondary,1573,yes,no,3,53.375,no
8385,59.0,entrepreneur,married,tertiary,1728,no,no,2,-1.0,no
8386,32.0,technician,married,tertiary,15,no,no,1,53.375,no
8387,31.0,technician,married,secondary,-160,yes,no,6,-1.0,no
8388,55.0,technician,married,secondary,312,no,no,6,9.0,no
8389,26.0,technician,single,secondary,33,no,no,6,-1.0,no
8390,30.0,blue-collar,single,secondary,80,yes,yes,1,53.375,no
8391,34.0,admin.,married,secondary,445,no,no,2,-1.0,no
8392,74.5,retired,divorced,primary,4087,no,no,2,-1.0,no
8393,46.0,self-employed,married,primary,3262,no,no,6,-1.0,no
8394,48.0,blue-collar,married,primary,559,yes,no,2,-1.0,no
8395,47.0,blue-collar,married,secondary,4087,no,no,1,-1.0,no
8396,31.0,technician,married,secondary,-302,no,no,2,-1.0,no
8397,32.0,entrepreneur,married,unknown,73,yes,no,1,53.375,no
8398,32.0,technician,married,secondary,4087,yes,no,2,-1.0,no
8399,39.0,admin.,single,secondary,1078,no,no,3,-1.0,no
8400,54.0,management,married,tertiary,284,yes,yes,5,-1.0,no
8401,55.0,retired,married,secondary,493,yes,no,6,-1.0,no
8402,28.0,technician,single,secondary,100,yes,no,5,-1.0,no
8403,48.0,housemaid,single,secondary,1042,no,no,2,-1.0,no
8404,44.0,management,married,tertiary,3665,no,no,1,-1.0,no
8405,47.0,technician,married,secondary,-9,no,no,2,-1.0,no
8406,43.0,blue-collar,married,secondary,576,yes,yes,1,-1.0,no
8407,53.0,housemaid,married,primary,945,no,no,2,-1.0,no
8408,42.0,blue-collar,married,secondary,108,yes,no,6,-1.0,no
8409,39.0,management,single,tertiary,93,yes,yes,2,53.375,no
8410,37.0,blue-collar,married,secondary,-97,yes,no,2,-1.0,no
8411,58.0,management,married,tertiary,3768,yes,no,1,-1.0,no
8412,31.0,services,single,secondary,8,no,no,3,-1.0,no
8413,40.0,technician,married,secondary,66,yes,no,6,-1.0,no
8414,38.0,services,married,secondary,0,no,yes,6,-1.0,no
8415,46.0,admin.,divorced,secondary,-637,yes,no,1,-1.0,no
8416,31.0,technician,married,secondary,0,yes,yes,1,53.375,no
8417,32.0,management,married,tertiary,26,no,no,6,-1.0,no
8418,46.0,entrepreneur,married,tertiary,4087,yes,no,1,-1.0,no
8419,25.0,blue-collar,married,secondary,1782,yes,no,1,-1.0,no
8420,28.0,blue-collar,single,secondary,3430,yes,no,6,-1.0,no
8421,40.0,blue-collar,married,primary,332,yes,no,2,53.375,no
8422,31.0,admin.,single,secondary,554,yes,no,1,-1.0,no
8423,39.0,management,married,secondary,0,yes,no,6,-1.0,no
8424,36.0,admin.,married,secondary,542,yes,no,6,-1.0,no
8425,37.0,services,married,secondary,393,yes,yes,1,53.375,no
8426,48.0,blue-collar,married,primary,134,yes,no,2,-1.0,no
8427,34.0,technician,married,tertiary,178,yes,no,1,-1.0,no
8428,24.0,student,single,primary,0,no,no,6,-1.0,no
8429,33.0,management,single,tertiary,23,no,no,3,-1.0,no
8430,54.0,technician,married,secondary,0,no,no,1,53.375,no
8431,56.0,admin.,married,primary,202,yes,no,2,-1.0,no
8432,41.0,management,divorced,tertiary,647,yes,no,1,-1.0,no
8433,46.0,blue-collar,married,primary,143,yes,no,1,-1.0,no
8434,27.0,services,single,secondary,1928,no,yes,5,-1.0,no
8435,32.0,admin.,single,secondary,1630,yes,no,1,-1.0,no
8436,40.0,retired,married,secondary,102,no,no,1,-1.0,no
8437,38.0,blue-collar,divorced,primary,0,no,no,2,-1.0,no
8438,36.0,blue-collar,married,secondary,1790,yes,no,2,-1.0,no
8439,33.0,management,single,tertiary,0,no,no,1,-1.0,no
8440,31.0,management,single,tertiary,1675,no,no,2,53.375,no
8441,34.0,blue-collar,married,secondary,-745,yes,yes,2,-1.0,no
8442,34.0,self-employed,married,secondary,-56,yes,no,3,-1.0,no
8443,45.0,admin.,married,secondary,0,no,no,2,-1.0,no
8444,52.0,blue-collar,married,primary,2396,yes,no,6,-1.0,no
8445,37.0,services,single,tertiary,223,yes,no,1,-1.0,no
8446,30.0,blue-collar,married,primary,4087,yes,yes,1,53.375,no
8447,35.0,technician,single,tertiary,122,no,no,5,53.375,no
8448,31.0,technician,single,secondary,4087,yes,no,4,53.375,no
8449,47.0,housemaid,married,primary,183,no,no,1,-1.0,no
8450,32.0,entrepreneur,married,tertiary,0,yes,yes,1,-1.0,no
8451,32.0,technician,divorced,secondary,-262,yes,no,6,-1.0,no
8452,39.0,blue-collar,single,secondary,169,yes,no,1,-1.0,no
8453,31.0,blue-collar,married,secondary,3364,yes,no,1,-1.0,no
8454,31.0,technician,married,tertiary,15,no,no,1,-1.0,no
8455,44.0,management,married,tertiary,126,yes,no,1,-1.0,no
8456,40.0,entrepreneur,married,tertiary,1953,yes,no,5,-1.0,no
8457,74.5,retired,married,primary,1385,no,no,4,-1.0,no
8458,34.0,blue-collar,married,secondary,261,yes,no,5,53.375,no
8459,48.0,technician,married,secondary,178,yes,no,4,-1.0,no
8460,31.0,technician,single,secondary,1819,yes,no,2,-1.0,no
8461,31.0,management,single,tertiary,0,no,no,4,-1.0,no
8462,32.0,blue-collar,single,secondary,4087,yes,no,2,-1.0,no
8463,42.0,admin.,married,secondary,214,yes,no,6,-1.0,no
8464,35.0,management,single,tertiary,0,no,no,6,-1.0,no
8465,57.0,entrepreneur,married,primary,1153,yes,yes,6,-1.0,no
8466,56.0,retired,married,secondary,415,no,no,2,-1.0,no
8467,34.0,management,married,tertiary,101,no,no,2,-1.0,no
8468,52.0,technician,married,secondary,1490,no,yes,4,-1.0,no
8469,31.0,admin.,single,secondary,779,yes,yes,2,-1.0,no
8470,42.0,technician,single,secondary,2036,yes,no,2,-1.0,no
8471,46.0,blue-collar,married,primary,333,yes,no,4,-1.0,no
8472,32.0,technician,married,secondary,963,no,no,6,-1.0,no
8473,47.0,blue-collar,married,secondary,4087,no,no,4,-1.0,no
8474,46.0,blue-collar,divorced,secondary,1074,yes,no,2,-1.0,no
8475,41.0,admin.,single,secondary,90,yes,no,2,53.375,no
8476,42.0,admin.,single,secondary,243,yes,no,5,-1.0,no
8477,31.0,self-employed,married,tertiary,414,no,no,5,-1.0,no
8478,47.0,admin.,single,tertiary,0,no,no,1,-1.0,no
8479,60.0,retired,married,tertiary,2196,no,no,3,-1.0,no
8480,35.0,entrepreneur,single,tertiary,1416,yes,no,1,53.375,no
8481,46.0,services,divorced,secondary,281,yes,yes,1,-1.0,no
8482,40.0,services,married,secondary,518,no,no,1,-1.0,no
8483,48.0,unknown,married,unknown,3,no,no,2,-1.0,no
8484,52.0,blue-collar,married,primary,36,no,no,2,-1.0,no
8485,50.0,blue-collar,married,primary,4087,yes,no,4,-1.0,no
8486,34.0,technician,married,secondary,883,no,no,2,53.375,no
8487,34.0,admin.,married,tertiary,21,no,yes,1,53.375,no
8488,44.0,management,married,tertiary,3091,yes,no,4,-1.0,no
8489,44.0,blue-collar,married,primary,2791,no,no,1,-1.0,no
8490,28.0,services,single,secondary,217,yes,no,3,-1.0,no
8491,28.0,self-employed,single,tertiary,1579,no,no,3,-1.0,no
8492,29.0,management,married,secondary,0,yes,no,4,-1.0,no
8493,29.0,student,single,secondary,314,no,no,3,53.375,no
8494,55.0,management,married,tertiary,655,no,no,6,-1.0,no
8495,31.0,admin.,married,secondary,212,yes,no,3,-1.0,no
8496,31.0,admin.,single,secondary,523,no,yes,1,53.375,no
8497,32.0,management,single,tertiary,111,yes,no,2,-1.0,no
8498,31.0,technician,single,tertiary,1166,yes,no,1,-1.0,no
8499,47.0,housemaid,married,secondary,582,no,no,1,-1.0,no
8500,34.0,technician,single,secondary,513,yes,no,3,53.375,no
8501,53.0,management,married,tertiary,75,no,no,2,-1.0,no
8502,29.0,admin.,single,secondary,1992,no,no,2,-1.0,no
8503,50.0,management,married,secondary,2910,no,no,1,53.375,no
8504,49.0,services,married,secondary,66,yes,yes,4,-1.0,no
8505,32.0,technician,married,secondary,599,no,no,1,-1.0,no
8506,42.0,technician,married,secondary,89,yes,no,1,-1.0,no
8507,37.0,admin.,single,secondary,796,yes,no,3,-1.0,no
8508,36.0,technician,married,tertiary,571,yes,yes,3,-1.0,no
8509,33.0,blue-collar,married,secondary,215,no,no,1,-1.0,no
8510,36.0,blue-collar,married,secondary,1088,yes,no,2,53.375,no
8511,30.0,services,married,secondary,271,yes,no,1,-1.0,no
8512,57.0,self-employed,married,secondary,4087,no,no,1,-1.0,no
8513,37.0,admin.,married,tertiary,2741,no,no,4,-1.0,no
8514,25.0,services,divorced,secondary,1694,no,no,2,-1.0,no
8515,70.0,retired,divorced,primary,383,no,no,2,-1.0,no
8516,41.0,management,married,tertiary,298,no,no,3,53.375,no
8517,26.0,management,single,tertiary,155,yes,no,4,43.0,no
8518,53.0,entrepreneur,married,primary,694,yes,no,1,-1.0,no
8519,55.0,management,married,unknown,179,no,no,1,-1.0,no
8520,23.0,technician,single,secondary,356,yes,no,2,53.375,no
8521,45.0,management,married,tertiary,0,yes,no,2,53.375,no
8522,34.0,self-employed,married,secondary,179,yes,yes,4,-1.0,no
8523,35.0,management,married,tertiary,244,yes,no,1,-1.0,no
8524,30.0,management,divorced,tertiary,46,no,no,3,-1.0,no
8525,36.0,admin.,divorced,secondary,246,yes,no,2,-1.0,no
8526,48.0,self-employed,married,tertiary,7,yes,no,1,-1.0,no
8527,67.0,retired,divorced,primary,1746,no,no,1,-1.0,no
8528,35.0,technician,single,tertiary,992,yes,no,1,53.375,no
8529,38.0,housemaid,divorced,tertiary,4087,no,no,4,53.375,no
8530,44.0,blue-collar,married,primary,103,yes,no,1,53.375,no
8531,54.0,blue-collar,married,secondary,506,yes,no,2,53.375,no
8532,42.0,management,divorced,tertiary,461,yes,no,1,-1.0,no
8533,36.0,technician,single,tertiary,268,no,no,6,-1.0,no
8534,26.0,technician,single,secondary,-454,no,yes,2,-1.0,no
8535,35.0,management,married,tertiary,365,no,no,2,-1.0,no
8536,33.0,technician,divorced,secondary,2,yes,no,2,53.375,no
8537,58.0,services,married,secondary,1667,yes,yes,1,-1.0,no
8538,21.0,blue-collar,single,secondary,2265,no,no,4,53.375,no
8539,34.0,blue-collar,married,secondary,4087,yes,yes,1,-1.0,no
8540,38.0,blue-collar,single,secondary,0,no,no,2,53.375,no
8541,41.0,technician,married,secondary,188,no,yes,6,-1.0,no
8542,36.0,management,single,secondary,0,no,no,5,-1.0,no
8543,38.0,self-employed,single,secondary,592,no,no,1,-1.0,no
8544,25.0,technician,married,secondary,-276,yes,no,1,-1.0,no
8545,34.0,technician,married,secondary,1254,no,no,3,-1.0,no
8546,34.0,technician,married,secondary,652,yes,yes,4,-1.0,no
8547,45.0,blue-collar,married,secondary,192,yes,no,5,53.375,no
8548,30.0,technician,single,secondary,148,yes,yes,5,-1.0,no
8549,42.0,technician,married,secondary,1812,yes,no,2,-1.0,no
8550,50.0,unemployed,married,secondary,3478,yes,no,3,-1.0,no
8551,33.0,technician,married,secondary,264,no,no,4,-1.0,no
8552,35.0,management,married,tertiary,71,yes,no,2,-1.0,no
8553,59.0,blue-collar,married,secondary,1376,no,yes,4,-1.0,no
8554,38.0,blue-collar,married,primary,668,no,no,1,-1.0,no
8555,33.0,services,married,secondary,703,no,no,2,-1.0,no
8556,45.0,technician,divorced,unknown,-25,no,yes,3,-1.0,no
8557,37.0,unemployed,single,secondary,48,no,no,6,-1.0,no
8558,35.0,technician,single,tertiary,2453,yes,no,2,-1.0,no
8559,41.0,blue-collar,single,primary,0,yes,no,5,-1.0,no
8560,33.0,management,married,tertiary,133,yes,no,4,-1.0,no
8561,30.0,management,single,tertiary,277,yes,no,1,42.0,no
8562,49.0,housemaid,married,primary,78,no,no,1,-1.0,no
8563,39.0,management,married,secondary,517,yes,no,3,53.375,no
8564,44.0,entrepreneur,divorced,secondary,1,no,no,4,-1.0,no
8565,38.0,blue-collar,married,primary,4087,no,no,3,-1.0,no
8566,27.0,admin.,single,secondary,3,yes,no,2,-1.0,no
8567,45.0,management,married,tertiary,623,no,no,3,-1.0,no
8568,40.0,management,divorced,tertiary,290,yes,no,1,-1.0,no
8569,53.0,services,married,primary,4087,yes,no,2,-1.0,no
8570,32.0,management,single,tertiary,41,yes,no,1,53.375,no
8571,34.0,blue-collar,married,secondary,199,yes,no,3,-1.0,no
8572,29.0,blue-collar,married,secondary,100,yes,yes,4,53.375,no
8573,34.0,services,single,secondary,313,yes,no,3,-1.0,no
8574,40.0,admin.,married,secondary,419,yes,yes,1,53.375,no
8575,44.0,technician,married,secondary,0,yes,no,3,-1.0,no
8576,36.0,management,single,tertiary,0,no,yes,1,53.375,no
8577,39.0,technician,married,tertiary,437,no,no,2,-1.0,no
8578,58.0,blue-collar,married,primary,1357,yes,no,2,-1.0,no
8579,37.0,technician,married,secondary,1610,no,no,2,-1.0,no
8580,31.0,management,married,tertiary,0,yes,no,2,53.375,no
8581,46.0,blue-collar,divorced,secondary,709,yes,no,4,-1.0,no
8582,26.0,student,single,tertiary,4087,no,no,3,53.375,no
8583,37.0,services,married,secondary,0,yes,no,4,-1.0,no
8584,39.0,services,married,secondary,-311,yes,no,2,53.375,no
8585,36.0,management,married,tertiary,4087,yes,no,6,-1.0,no
8586,29.0,management,married,tertiary,4087,yes,no,2,-1.0,no
8587,47.0,technician,divorced,secondary,191,no,no,5,-1.0,no
8588,47.0,management,married,tertiary,4087,yes,no,2,-1.0,no
8589,44.0,services,single,secondary,0,yes,no,1,-1.0,no
8590,24.0,admin.,single,secondary,172,no,no,1,-1.0,no
8591,30.0,blue-collar,married,secondary,1131,yes,yes,1,53.375,no
8592,55.0,management,single,tertiary,797,no,no,2,-1.0,no
8593,41.0,admin.,married,secondary,120,no,yes,1,-1.0,no
8594,57.0,admin.,married,primary,215,yes,yes,2,-1.0,no
8595,34.0,blue-collar,married,primary,425,yes,no,6,-1.0,no
8596,31.0,admin.,single,secondary,476,no,no,2,-1.0,no
8597,56.0,entrepreneur,divorced,primary,29,no,no,2,53.375,no
8598,53.0,management,married,unknown,527,yes,no,3,-1.0,no
8599,33.0,management,single,tertiary,0,no,no,4,-1.0,no
8600,67.0,admin.,married,primary,1093,no,no,3,-1.0,no
8601,53.0,housemaid,married,primary,70,no,no,6,-1.0,no
8602,41.0,housemaid,married,primary,39,no,no,4,-1.0,no
8603,46.0,housemaid,married,primary,296,yes,no,4,-1.0,no
8604,58.0,admin.,married,secondary,1464,yes,yes,6,-1.0,no
8605,39.0,blue-collar,married,primary,2226,yes,no,1,-1.0,no
8606,30.0,technician,single,secondary,1286,no,no,6,-1.0,no
8607,37.0,blue-collar,married,primary,-738,yes,no,1,-1.0,no
8608,45.0,management,married,tertiary,3643,no,no,1,-1.0,no
8609,50.0,housemaid,married,tertiary,4087,yes,no,2,-1.0,no
8610,30.0,technician,single,secondary,3096,yes,no,4,-1.0,no
8611,29.0,blue-collar,married,secondary,-312,yes,yes,2,-1.0,no
8612,32.0,self-employed,married,primary,286,yes,no,1,-1.0,no
8613,37.0,management,married,tertiary,89,yes,no,6,-1.0,no
8614,26.0,services,single,secondary,-72,yes,no,6,-1.0,no
8615,51.0,management,single,tertiary,4087,yes,no,1,-1.0,no
8616,38.0,admin.,married,primary,1487,no,no,2,-1.0,no
8617,72.0,retired,divorced,primary,0,no,no,1,-1.0,no
8618,42.0,technician,divorced,secondary,-78,yes,yes,6,-1.0,no
8619,57.0,blue-collar,single,primary,3495,no,yes,3,-1.0,no
8620,22.0,student,single,unknown,3317,no,no,1,-1.0,no
8621,46.0,management,married,tertiary,1906,no,no,6,-1.0,no
8622,32.0,unemployed,married,secondary,2996,yes,no,1,-1.0,no
8623,42.0,technician,married,tertiary,446,no,no,3,-1.0,no
8624,37.0,blue-collar,married,secondary,1590,no,no,2,-1.0,no
8625,27.0,self-employed,single,tertiary,4087,yes,no,1,-1.0,no
8626,30.0,management,married,tertiary,134,yes,no,1,-1.0,no
8627,34.0,management,married,tertiary,8,no,no,4,-1.0,no
8628,56.0,management,married,tertiary,3120,yes,no,2,-1.0,no
8629,54.0,services,married,secondary,171,no,yes,6,-1.0,no
8630,57.0,management,married,secondary,39,yes,no,2,-1.0,no
8631,56.0,management,married,tertiary,171,no,yes,2,-1.0,no
8632,41.0,services,married,secondary,-140,no,yes,1,-1.0,no
8633,32.0,management,single,tertiary,728,yes,no,1,-1.0,no
8634,34.0,services,married,secondary,1637,yes,no,4,-1.0,no
8635,30.0,services,single,secondary,-143,yes,no,1,-1.0,no
8636,42.0,technician,divorced,tertiary,802,no,no,2,-1.0,no
8637,40.0,housemaid,married,tertiary,795,yes,no,3,-1.0,no
8638,36.0,technician,single,secondary,265,yes,yes,1,-1.0,no
8639,42.0,services,married,primary,2567,yes,no,2,-1.0,no
8640,34.0,management,married,tertiary,3402,no,no,2,-1.0,no
8641,30.0,services,divorced,secondary,1336,yes,no,3,53.375,no
8642,35.0,blue-collar,married,secondary,306,no,no,6,-1.0,no
8643,44.0,blue-collar,single,primary,4087,no,no,6,-1.0,no
8644,46.0,admin.,married,secondary,526,no,yes,3,-1.0,no
8645,38.0,services,married,tertiary,563,yes,no,2,-1.0,no
8646,32.0,services,single,tertiary,0,no,no,6,-1.0,no
8647,34.0,management,married,tertiary,0,no,no,2,-1.0,no
8648,53.0,services,divorced,primary,3107,no,no,1,-1.0,no
8649,38.0,services,married,primary,0,no,no,3,-1.0,no
8650,54.0,management,married,tertiary,1146,yes,no,2,-1.0,no
8651,32.0,blue-collar,single,secondary,4087,yes,no,2,53.375,no
8652,33.0,management,married,tertiary,1195,yes,no,4,-1.0,no
8653,46.0,technician,married,secondary,488,no,no,1,-1.0,no
8654,49.0,management,married,tertiary,1887,no,no,3,-1.0,no
8655,37.0,management,married,tertiary,49,no,yes,1,-1.0,no
8656,40.0,blue-collar,married,secondary,280,yes,no,2,53.375,no
8657,35.0,blue-collar,married,secondary,-461,no,no,1,-1.0,no
8658,26.0,services,divorced,primary,633,yes,no,2,-1.0,no
8659,27.0,blue-collar,single,primary,3955,yes,no,3,-1.0,no
8660,39.0,management,married,tertiary,-233,yes,no,1,-1.0,no
8661,31.0,services,single,tertiary,1626,no,no,1,-1.0,no
8662,53.0,blue-collar,married,secondary,1103,yes,yes,2,53.375,no
8663,50.0,entrepreneur,divorced,tertiary,223,no,no,5,-1.0,no
8664,36.0,blue-collar,single,secondary,-175,yes,no,2,-1.0,no
8665,46.0,blue-collar,married,secondary,-3,yes,no,2,-1.0,no
8666,36.0,services,married,tertiary,0,yes,no,1,-1.0,no
8667,38.0,housemaid,married,primary,3918,no,no,3,-1.0,no
8668,44.0,management,married,tertiary,284,yes,yes,5,-1.0,no
8669,56.0,retired,married,secondary,4087,no,no,2,-1.0,no
8670,37.0,management,single,tertiary,876,yes,no,4,53.375,no
8671,51.0,blue-collar,married,primary,3754,no,yes,3,-1.0,no
8672,41.0,technician,married,secondary,128,yes,no,2,-1.0,no
8673,55.0,technician,divorced,tertiary,0,yes,no,1,-1.0,no
8674,38.0,management,divorced,tertiary,547,yes,no,4,-1.0,no
8675,21.0,management,single,tertiary,243,no,yes,2,-1.0,no
8676,40.0,entrepreneur,married,tertiary,3571,no,no,3,-1.0,no
8677,39.0,technician,married,secondary,130,no,no,2,-1.0,no
8678,30.0,blue-collar,married,secondary,-529,yes,no,4,-1.0,no
8679,28.0,services,single,secondary,1636,yes,no,1,53.375,no
8680,58.0,services,married,secondary,4087,no,no,5,-1.0,no
8681,50.0,unemployed,married,secondary,297,yes,no,6,-1.0,no
8682,32.0,blue-collar,single,secondary,413,yes,no,1,-1.0,no
8683,44.0,technician,single,secondary,285,yes,no,3,-1.0,no
8684,47.0,technician,married,secondary,19,yes,no,2,-1.0,no
8685,45.0,unknown,married,primary,44,no,no,1,-1.0,no
8686,48.0,services,divorced,secondary,62,yes,no,1,-1.0,no
8687,60.0,management,married,tertiary,79,no,no,3,-1.0,no
8688,45.0,blue-collar,married,secondary,226,no,no,2,53.375,no
8689,31.0,technician,single,secondary,2388,no,no,1,-1.0,no
8690,30.0,admin.,single,secondary,98,yes,no,5,-1.0,no
8691,52.0,management,married,primary,48,no,no,2,-1.0,no
8692,31.0,blue-collar,married,secondary,255,yes,yes,1,-1.0,no
8693,53.0,blue-collar,married,secondary,2,yes,no,2,-1.0,no
8694,47.0,blue-collar,married,primary,643,yes,no,6,-1.0,no
8695,42.0,technician,married,tertiary,4087,no,yes,2,-1.0,no
8696,57.0,admin.,married,unknown,0,yes,no,2,-1.0,no
8697,35.0,self-employed,divorced,secondary,3443,no,no,4,-1.0,no
8698,47.0,unemployed,married,primary,2946,no,no,1,-1.0,no
8699,37.0,management,married,tertiary,21,yes,no,2,-1.0,no
8700,55.0,unemployed,married,primary,1212,no,no,1,53.375,no
8701,58.0,management,married,tertiary,2183,yes,no,1,-1.0,no
8702,33.0,entrepreneur,married,secondary,135,yes,no,1,53.375,no
8703,29.0,blue-collar,married,secondary,4087,yes,no,1,-1.0,no
8704,41.0,unemployed,divorced,secondary,271,yes,no,2,-1.0,no
8705,53.0,retired,married,secondary,303,yes,no,2,-1.0,no
8706,41.0,entrepreneur,single,primary,4087,no,yes,3,-1.0,no
8707,42.0,unemployed,married,tertiary,0,no,no,1,-1.0,no
8708,52.0,admin.,married,primary,204,no,no,2,-1.0,no
8709,42.0,services,divorced,secondary,444,no,no,1,-1.0,no
8710,33.0,services,single,secondary,-27,yes,no,1,-1.0,no
8711,44.0,blue-collar,single,primary,287,no,no,1,-1.0,no
8712,53.0,management,married,tertiary,800,no,no,1,-1.0,no
8713,35.0,technician,single,secondary,4087,yes,no,3,53.375,no
